x,t,L
60,2,600
49,2,600
49,2,75
60,2,600
38,2,638
38,2,447
50,2,600
38,2,638
38,2,447
30,2,890
30,2,215
32,2,819
32,2,186
64,2,600
57,2,600
47,2,600
47,2,180
60,2,600
46,2,240
46,2,600
45,2,600
33,2,786
35,2,723
35,2,147
39,2,612
39,2,418
47,2,600
46,2,600
46,2,240
39,2,612
56,2,600
56,2,330
50,2,600
50,2,5
42,2,600
42,2,240
39,2,612
39,2,418
53,2,600
53,2,165
20,2,374
20,2,1346
32,2,819
32,2,186
39,2,612
34,2,161
34,2,754
56,2,600
56,2,330
34,2,754
59,2,600
59,2,150
43,2,600
43,2,185
47,2,600
46,2,600
19,2,1398
56,2,600
56,2,330
53,2,600
53,2,165
64,2,600
39,2,612
39,2,418
36,2,506
36,2,694
50,2,5
50,2,600
54,2,600
18,2,1449
53,2,600
53,2,165
57,2,1200
68,2,1500
18,2,1500
18,2,1200
20,2,1200
66,2,1200
28,2,1500
26,2,1500
63,2,1350
41,2,1200
63,2,1500
48,2,1200
57,2,1200
60,2,600
50,2,1500
53,2,1500
52,2,1500
34,2,161
34,2,754
59,2,600
62,2,600
39,2,612
44,2,600
44,2,125
21,2,1295
21,2,360
55,2,600
55,2,55
43,2,600
39,2,612
39,2,418
36,2,694
36,2,506
36,2,694
23,2,1193
23,2,342
57,2,600
55,2,600
55,2,55
30,2,890
30,2,215
34,2,754
34,2,161
60,2,600
60,2,65
36,2,694
52,2,600
63,2,600
64,2,600
64,2,125
52,2,600
52,2,225
57,2,265
57,2,600
61,2,600
61,2,370
32,2,819
32,2,186
48,2,600
62,2,600
49,2,600
50,2,600
50,2,5
46,2,600
42,2,600
38,2,638
38,2,447
63,2,600
26,2,1053
26,2,292
32,2,186
32,2,819
38,2,638
38,2,447
22,2,1243
22,2,357
60,2,600
29,2,237
29,2,928
63,2,600
63,2,205
51,2,600
51,2,285
61,2,600
64,2,600
58,2,600
53,2,600
53,2,165
50,2,600
48,2,600
48,2,125
44,2,125
44,2,600
48,2,600
51,2,285
51,2,600
34,2,754
21,2,1295
34,2,754
34,2,161
57,2,600
57,2,265
47,2,600
47,2,180
41,2,600
41,2,305
45,2,1200
34,2,1500
40,2,1500
29,2,1200
35,2,1500
61,1,750
66,2,1200
57,2,600
41,2,600
24,2,1145
65,2,600
63,2,70
63,2,600
55,2,600
48,2,600
38,2,638
38,2,447
38,2,638
38,2,447
64,2,600
49,2,75
49,2,600
32,2,646
32,2,819
52,2,225
52,2,600
50,2,350
50,2,600
60,2,600
43,2,600
57,2,600
62,2,600
87,2,600
61,2,600
31,2,854
31,2,446
45,2,600
54,2,600
62,2,600
39,2,612
56,2,600
61,2,600
54,2,600
29,2,928
48,2,600
63,2,600
47,2,600
31,2,854
31,2,201
44,2,600
22,2,1243
62,2,600
62,2,285
53,2,600
59,2,600
33,2,169
33,2,786
55,2,600
62,2,600
30,2,890
40,2,600
40,2,670
41,2,600
50,2,600
50,2,5
54,2,600
54,2,110
55,2,600
49,2,600
53,2,600
53,2,165
61,2,600
26,2,1053
30,2,890
57,2,600
59,2,600
59,2,150
52,2,600
52,2,225
59,2,600
61,2,600
60,2,600
63,2,600
61,2,600
46,2,600
46,2,240
48,2,600
48,2,125
45,2,600
57,2,600
59,2,600
59,2,150
54,2,600
61,2,600
61,2,520
50,2,5
50,2,600
56,2,600
56,2,330
55,2,600
54,2,600
54,2,110
54,2,220
54,2,600
59,2,600
47,2,600
47,2,180
54,2,600
59,2,600
44,2,600
56,2,600
56,2,330
51,2,600
49,2,600
41,2,600
26,2,1053
26,2,1617
24,2,1145
24,2,1825
61,2,600
44,2,600
64,2,600
64,2,125
50,2,600
50,2,5
24,2,1145
18,2,376
18,2,1449
53,2,600
62,2,600
59,2,600
44,2,600
44,2,365
53,2,600
52,2,600
64,2,600
58,2,600
61,2,600
47,2,600
48,2,600
48,2,125
60,2,600
60,2,65
42,2,600
31,2,854
64,2,600
60,2,600
60,2,65
45,2,600
40,2,600
44,2,600
30,2,890
45,2,600
54,2,600
55,2,600
62,2,600
60,2,600
19,2,1398
64,2,600
63,2,600
61,2,600
52,2,600
52,2,225
54,2,600
54,2,110
54,2,600
64,2,600
61,2,600
41,2,600
59,2,600
64,2,600
49,2,600
46,2,600
46,2,240
48,2,600
48,2,125
60,2,600
52,2,600
53,2,600
53,2,165
55,2,600
50,2,600
50,2,5
62,2,600
62,2,285
59,2,600
59,2,150
63,2,600
26,2,1053
26,2,292
52,2,600
49,2,600
61,2,600
61,2,320
44,2,600
57,2,600
57,2,400
50,2,600
48,2,600
48,2,125
32,2,819
32,2,186
52,2,600
31,2,854
31,2,201
52,2,600
61,2,600
63,2,600
63,2,205
26,2,1010
26,2,275
48,2,125
48,2,600
47,2,600
47,2,180
61,2,370
61,2,600
46,2,600
46,2,240
20,2,1346
20,2,374
37,2,666
37,2,474
63,2,600
51,2,600
25,2,1098
52,2,600
52,2,225
58,2,600
56,2,600
56,2,330
46,2,600
61,2,600
61,2,370
50,2,5
50,2,600
61,2,600
61,2,370
35,2,723
35,2,147
22,2,1243
22,2,357
60,2,600
55,2,600
55,2,55
54,2,1500
66,2,1200
65,2,1200
47,2,600
47,2,180
28,2,968
28,2,252
55,2,600
19,2,1398
48,2,600
48,2,125
53,2,600
49,2,600
49,2,75
48,2,600
50,2,600
45,2,600
45,2,75
51,2,600
49,2,600
49,2,75
49,2,600
47,2,600
47,2,180
46,2,600
54,2,600
54,2,110
44,2,600
60,2,600
55,2,600
57,2,600
57,2,265
47,2,600
47,2,180
19,2,1398
19,2,382
32,2,819
32,2,186
45,2,600
45,2,75
46,2,600
46,2,240
49,2,600
49,2,75
32,2,819
36,2,694
36,2,506
54,2,600
54,2,110
48,2,600
48,2,125
61,2,600
61,2,370
64,2,600
43,2,600
43,2,185
43,2,600
58,2,600
47,2,180
47,2,600
51,2,600
62,2,600
62,2,435
60,2,600
60,2,65
48,2,600
64,2,600
58,2,600
58,2,205
26,2,292
26,2,1053
60,2,600
60,2,65
55,2,600
55,2,55
63,2,600
63,2,205
52,2,225
52,2,600
63,2,600
62,2,600
45,2,600
50,2,600
52,2,600
46,2,600
54,2,600
54,2,110
49,2,600
56,2,600
56,2,330
63,2,600
63,2,205
61,2,600
51,2,600
36,2,694
24,2,1145
56,2,330
56,2,600
51,2,600
45,2,600
47,2,600
48,2,600
48,2,125
60,2,600
58,2,600
58,2,205
41,2,600
41,2,305
61,2,600
61,2,370
63,2,600
63,2,205
44,2,600
55,2,600
60,2,600
49,2,600
65,2,600
29,2,928
29,2,237
49,2,600
63,2,600
47,2,180
47,2,600
58,2,600
65,2,600
59,2,600
26,2,1053
59,2,600
52,2,600
59,2,600
61,2,600
19,2,1398
19,2,382
63,2,600
44,2,600
54,2,600
54,2,110
62,2,600
62,2,435
44,2,600
44,2,125
37,2,666
72,2,600
64,2,600
47,2,600
59,2,600
54,2,600
54,2,110
59,2,600
59,2,150
53,2,600
53,2,600
49,2,600
37,2,666
37,2,474
58,2,600
62,2,600
53,2,600
48,2,600
56,2,600
42,2,600
59,2,600
44,2,600
58,2,205
58,2,600
65,2,50
65,2,600
28,2,542
28,2,968
60,2,600
45,2,600
45,2,75
60,2,600
64,2,600
45,2,600
45,2,75
55,2,55
55,2,600
37,2,666
53,2,600
53,2,165
62,2,600
61,2,600
61,2,370
50,2,600
54,2,600
54,2,110
53,2,600
56,2,600
59,2,150
59,2,600
65,2,600
65,2,50
58,2,600
58,2,205
54,2,600
53,2,600
63,2,600
63,2,350
61,2,600
61,2,370
45,2,600
49,2,600
49,2,75
53,2,600
32,2,186
32,2,819
50,2,600
53,2,600
53,2,165
50,2,600
50,2,5
59,2,600
57,2,600
57,2,265
54,2,110
54,2,600
64,2,600
64,2,125
60,2,600
47,2,600
47,2,180
48,2,600
48,2,125
49,2,600
64,2,600
32,2,819
32,2,186
61,2,600
52,2,600
60,2,65
60,2,600
65,2,50
65,2,600
58,2,600
58,2,205
62,2,600
62,2,435
50,2,600
50,2,5
45,2,600
45,2,75
58,2,600
58,2,205
64,2,600
64,2,125
57,2,600
57,2,265
62,2,600
62,2,285
47,2,600
47,2,180
35,2,723
35,2,147
57,2,600
59,2,600
59,2,150
61,2,600
61,2,370
58,2,600
51,2,600
51,2,285
57,2,600
65,2,600
38,2,638
38,2,447
47,2,600
47,2,180
55,2,600
55,2,55
50,2,5
50,2,600
58,2,600
58,2,205
46,2,600
46,2,240
45,2,600
32,2,819
32,2,186
37,2,666
57,2,600
57,2,265
50,2,600
60,2,600
35,2,723
29,2,928
29,2,237
53,2,600
49,2,600
60,2,600
57,2,600
50,2,5
50,2,600
57,2,600
57,2,265
19,2,1398
19,2,382
49,2,600
60,2,600
60,2,65
57,2,265
57,2,600
56,2,600
56,2,330
34,2,754
44,2,600
44,2,125
64,2,600
37,2,666
58,2,600
58,2,205
55,2,600
44,2,600
51,2,600
23,2,1193
38,2,638
49,2,600
71,2,600
63,2,600
65,2,600
71,2,600
42,2,600
58,2,600
58,2,850
60,2,600
60,2,610
64,2,600
54,2,600
54,2,465
59,2,600
59,2,150
54,2,600
45,2,600
33,2,786
35,2,723
52,2,600
64,2,600
64,2,125
42,2,600
51,2,600
48,2,600
55,2,600
63,2,600
45,2,600
42,2,600
42,2,240
56,2,600
56,2,330
29,2,928
29,2,237
50,2,600
50,2,5
44,2,600
50,2,600
50,2,255
34,2,754
34,2,161
84,2,600
23,2,1193
42,2,600
42,2,240
61,2,600
50,2,5
50,2,600
41,2,600
41,2,305
56,2,600
55,2,600
55,2,55
45,2,600
43,2,185
43,2,600
50,2,600
50,2,5
47,2,600
54,2,600
54,2,110
48,2,600
51,2,600
51,2,285
63,2,600
54,2,600
54,2,110
50,2,600
45,2,600
45,2,75
34,2,754
59,2,600
34,2,754
56,2,600
61,2,600
61,2,600
53,2,600
36,2,694
69,2,600
60,2,600
47,2,600
47,2,385
48,2,600
48,2,600
60,2,600
65,2,600
50,2,600
58,2,600
56,2,600
56,2,890
54,2,600
64,2,600
64,2,270
48,2,600
37,2,666
61,2,900
62,2,450
6,2,2100
69,2,1500
67,2,1500
38,2,1500
64,2,600
64,2,125
54,2,600
39,2,597
39,2,638
44,2,365
44,2,600
46,2,455
46,2,600
46,2,670
46,2,600
19,2,382
19,2,1398
37,2,219
37,2,666
45,2,125
45,2,600
27,2,1010
52,2,600
53,2,655
53,2,600
69,2,600
72,2,600
54,2,600
49,2,625
49,2,600
40,2,670
40,2,600
48,2,125
48,2,600
52,2,225
52,2,600
58,2,600
63,2,600
22,2,1243
70,2,600
55,2,600
55,2,600
51,2,600
64,2,145
64,2,600
62,2,600
23,2,1193
19,2,1398
52,2,600
56,2,600
60,2,325
60,2,600
54,2,290
54,2,600
56,2,385
56,2,600
72,2,600
64,2,600
61,2,600
62,2,600
27,2,1010
59,2,600
59,2,600
46,2,600
55,2,600
26,2,622
26,2,1053
65,2,600
38,2,772
38,2,638
54,2,600
57,2,600
22,2,1243
63,2,350
63,2,600
66,2,600
50,2,600
50,2,350
38,2,638
55,2,600
66,2,600
46,2,240
46,2,600
52,2,600
54,2,600
58,2,600
57,2,600
26,2,1617
26,2,1053
77,2,600
43,2,600
27,2,1010
60,2,65
60,2,600
48,2,125
48,2,600
50,2,600
48,2,125
48,2,600
55,2,55
55,2,600
56,2,600
49,2,600
58,2,600
73,2,600
47,2,795
47,2,600
44,2,125
44,2,600
54,2,600
62,2,600
43,2,600
58,2,460
58,2,600
56,2,1060
56,2,600
48,2,600
32,2,819
32,2,186
48,2,600
48,2,600
54,2,600
64,2,600
49,2,600
49,2,75
40,2,600
36,2,694
59,2,600
55,2,600
55,2,55
49,2,600
53,2,600
53,2,165
40,2,600
40,2,375
49,2,75
49,2,600
37,2,666
37,2,666
47,2,600
51,2,600
46,2,600
46,2,240
54,2,600
54,2,600
54,2,110
45,2,600
30,2,890
30,2,215
54,2,600
48,2,600
48,2,125
28,2,968
28,2,252
55,2,600
55,2,55
57,2,600
59,2,600
61,2,600
62,2,600
62,2,285
49,2,600
59,2,600
36,2,506
36,2,694
54,2,600
62,2,600
62,2,285
33,2,786
46,2,600
46,2,240
64,2,600
64,2,270
63,2,600
55,2,600
57,2,600
18,2,1449
57,2,600
55,2,600
54,2,600
31,2,201
31,2,854
71,2,600
51,2,1500
46,2,1500
66,2,3000
45,2,900
48,2,1800
14,2,1500
20,2,1500
33,2,1500
12,2,1200
9,2,1200
32,2,1200
55,2,1500
60,2,1200
41,2,1500
47,2,2400
49,2,2400
44,2,1500
60,2,900
9,2,1500
7,2,1500
48,2,2100
59,2,900
47,2,1500
37,2,1500
44,2,1500
37,2,3000
38,2,3000
3,2,3000
1,2,3000
5,2,3000
62,2,150
63,2,150
58,2,1500
49,2,1500
49,2,1500
58,2,1500
26,2,1650
44,2,1050
40,2,1050
54,2,900
53,2,900
46,2,900
25,2,1500
67,2,1200
37,2,1500
60,2,600
58,2,600
47,2,600
52,2,600
52,2,225
54,2,600
46,2,600
56,2,600
58,2,600
58,2,205
31,2,854
31,2,201
55,2,600
55,2,55
45,2,600
45,2,75
59,2,600
51,2,600
49,2,600
49,2,75
62,2,600
42,2,240
42,2,600
60,2,600
62,2,600
62,2,285
51,2,600
33,2,786
59,2,600
65,2,600
65,2,50
28,2,968
28,2,968
28,2,252
43,2,600
43,2,185
52,2,600
52,2,225
55,2,600
55,2,55
29,2,237
29,2,928
54,2,600
45,2,600
45,2,75
20,2,1346
59,2,150
59,2,600
42,2,600
48,2,600
48,2,125
48,2,600
48,2,125
61,2,370
61,2,600
58,2,205
58,2,600
60,2,600
45,2,600
53,2,600
53,2,165
55,2,600
49,2,600
49,2,75
37,2,666
51,2,600
56,2,600
59,2,1650
33,2,1500
16,2,1500
7,2,1500
60,2,1500
40,2,1500
26,2,1800
69,2,900
62,2,600
62,2,435
59,2,1500
36,2,1200
42,2,1500
54,2,600
33,2,786
47,2,600
47,2,180
51,2,600
51,2,285
57,2,600
54,2,600
43,2,600
50,2,600
39,2,612
55,2,600
55,2,55
49,2,75
49,2,600
48,2,600
38,2,638
38,2,447
47,2,600
29,2,928
29,2,237
40,2,600
40,2,375
34,2,754
34,2,161
56,2,600
41,2,600
47,2,600
62,2,600
20,2,1346
20,2,374
42,2,600
42,2,240
46,2,600
39,2,612
39,2,418
60,2,600
22,2,1243
58,2,600
72,2,600
40,2,600
45,2,600
45,2,75
59,2,600
60,2,600
62,2,600
44,2,600
44,2,125
51,2,600
39,2,612
71,2,600
40,2,600
71,2,600
50,2,600
53,2,600
59,2,600
47,2,600
48,2,600
48,2,125
47,2,600
44,2,600
44,2,125
51,2,600
51,2,285
30,2,890
55,2,600
46,2,600
59,2,600
43,2,600
43,2,435
48,2,600
53,2,600
49,2,600
49,2,255
49,2,600
60,2,455
60,2,600
61,2,370
61,2,600
45,2,600
48,2,600
43,2,185
43,2,600
40,2,600
40,2,375
40,2,600
49,2,600
28,2,968
54,2,600
46,2,600
46,2,240
22,2,1243
23,2,1193
62,2,285
62,2,600
47,2,600
47,2,180
46,2,600
60,2,600
66,2,600
61,2,600
64,2,600
74,2,600
61,2,600
42,2,600
45,2,395
45,2,600
47,2,600
57,2,600
57,2,265
76,2,600
57,2,2100
72,2,600
45,2,450
75,2,750
63,2,1500
42,2,1800
37,2,1500
36,2,1500
23,2,1500
73,2,1500
63,2,750
50,2,1800
28,2,1500
18,2,1500
20,2,1500
18,2,1500
25,2,900
2,2,1500
56,2,900
56,2,900
29,2,1500
60,2,1500
57,2,1500
55,2,1200
31,2,1500
31,2,2100
45,2,300
42,2,1200
47,2,3000
68,2,1200
31,2,1500
5,2,1500
44,2,1500
39,2,1500
31,2,1500
24,2,1500
45,2,1800
63,2,600
63,2,205
29,2,928
44,2,600
44,2,125
44,2,600
44,2,125
63,2,600
63,2,205
47,2,600
31,2,854
62,2,600
62,2,285
44,2,600
44,2,125
44,2,600
42,2,600
59,2,600
59,2,150
39,2,418
39,2,612
45,2,600
64,2,125
64,2,600
35,2,723
35,2,147
43,2,600
43,2,185
36,2,694
36,2,506
53,2,600
53,2,165
30,2,890
30,2,215
49,2,600
44,2,600
44,2,125
48,2,600
48,2,125
40,2,600
32,2,819
39,2,418
39,2,612
28,2,968
50,2,600
62,2,435
62,2,600
41,2,600
44,2,600
51,2,285
51,2,600
58,2,1500
57,2,1050
60,2,1050
62,2,1650
48,2,900
49,2,600
2,2,900
56,2,1050
17,2,1500
18,2,1500
65,2,600
65,2,50
48,2,600
55,2,600
59,2,600
48,2,600
48,2,600
48,2,125
47,2,600
41,2,600
54,2,600
54,2,110
35,2,723
45,2,600
44,2,600
33,2,786
33,2,169
62,2,600
52,2,600
66,2,600
25,2,1098
63,2,600
65,2,600
44,2,600
44,2,125
27,2,1010
60,2,600
44,2,600
44,2,840
53,2,600
61,2,600
19,2,1398
19,2,382
40,2,600
38,2,638
45,2,600
65,2,600
65,2,50
50,2,5
50,2,600
47,2,180
47,2,600
62,2,600
71,2,600
66,2,600
61,2,1200
69,2,1200
40,2,1800
60,2,1200
69,2,750
42,2,900
59,2,1500
68,2,600
69,2,1050
45,2,900
24,2,1500
42,2,1200
58,2,1200
21,2,2100
61,2,900
31,2,750
17,2,1500
16,2,1500
70,2,300
46,2,2100
17,2,1500
24,2,1500
56,2,300
11,2,2400
8,2,2400
41,2,1500
49,2,600
49,2,75
62,2,600
61,2,600
43,2,600
32,2,819
32,2,186
62,2,600
56,2,600
64,2,600
58,2,600
60,2,600
57,2,600
44,2,600
55,2,600
48,2,600
53,2,165
53,2,600
39,2,612
56,2,600
60,2,600
48,2,600
45,2,600
52,2,600
52,2,225
41,2,600
58,2,600
39,2,612
39,2,418
59,2,600
59,2,150
54,2,600
54,2,110
64,2,600
64,2,125
66,2,600
67,2,600
58,2,850
58,2,600
53,2,535
53,2,600
63,2,600
58,2,600
50,2,600
35,2,723
35,2,147
78,2,600
71,2,600
49,2,600
49,2,255
25,2,1098
25,2,312
44,2,600
44,2,125
66,2,600
52,2,600
43,2,505
43,2,600
49,2,600
38,2,638
41,2,600
53,2,600
62,2,600
70,2,600
40,2,600
68,2,600
46,2,600
64,2,600
52,2,600
49,2,600
48,2,125
48,2,600
50,2,80
50,2,600
56,2,600
46,2,600
31,2,854
40,2,520
40,2,600
57,2,265
57,2,600
58,2,600
68,2,600
47,2,180
47,2,600
42,2,600
40,2,600
35,2,723
35,2,147
52,2,600
44,2,600
37,2,666
37,2,474
56,2,330
56,2,600
56,2,330
56,2,600
42,2,600
42,2,240
50,2,600
50,2,5
50,2,600
50,2,5
61,2,600
45,2,755
45,2,600
63,2,1200
50,2,1500
52,2,1500
20,2,1500
27,2,1200
51,2,1800
51,2,1500
47,2,1500
58,2,1200
61,2,600
45,2,600
53,2,600
53,2,165
54,2,600
54,2,110
61,2,600
61,2,370
60,2,600
60,2,610
53,2,600
35,2,723
64,2,600
43,2,785
43,2,600
63,2,600
42,2,600
34,2,754
25,2,312
25,2,1098
63,2,600
63,2,205
43,2,935
43,2,600
60,2,600
40,2,600
49,2,600
44,2,600
66,2,600
64,2,600
64,2,125
56,2,600
49,2,600
49,2,75
33,2,786
33,2,169
49,2,600
35,2,723
58,2,600
51,2,1050
48,2,1050
25,2,1500
52,2,1200
56,2,600
56,2,1200
58,2,1500
19,2,1500
41,2,1500
47,2,1800
49,2,900
7,2,1500
4,2,1500
47,2,1500
15,2,2100
44,2,1800
56,2,330
56,2,600
63,2,600
61,2,600
72,2,600
58,2,600
29,2,928
29,2,237
39,2,612
49,2,75
49,2,600
42,2,600
73,2,600
58,2,600
28,2,968
52,2,600
61,2,600
61,2,370
35,2,342
35,2,723
61,2,600
48,2,600
55,2,600
53,2,165
53,2,600
44,2,600
49,2,600
49,2,75
43,2,600
43,2,185
36,2,506
36,2,694
48,2,600
43,2,600
43,2,185
41,2,600
52,2,225
52,2,600
67,2,600
49,2,75
49,2,600
47,2,600
47,2,180
40,2,600
40,2,375
54,2,600
54,2,600
54,2,110
38,2,638
59,2,600
49,2,600
32,2,819
59,2,600
59,2,150
52,2,600
32,2,646
32,2,819
42,2,565
42,2,600
63,2,600
64,2,600
60,2,600
49,2,600
59,2,600
51,2,600
50,2,600
32,2,819
32,2,186
49,2,1200
50,2,1200
52,2,1500
57,2,1500
27,2,1200
15,2,1500
59,2,1500
55,2,1500
44,2,1350
44,2,900
59,2,600
35,2,537
35,2,723
54,2,600
56,2,600
56,2,330
32,2,416
32,2,819
60,2,225
60,2,600
48,2,600
46,2,600
46,2,240
55,2,600
55,2,190
57,2,600
36,2,694
21,2,1295
21,2,360
59,2,600
59,2,150
53,2,600
45,2,600
45,2,75
57,2,600
57,2,265
65,2,50
65,2,600
34,2,754
62,2,600
55,2,600
30,2,890
57,2,600
42,2,600
61,2,600
61,2,370
51,2,600
35,2,537
35,2,723
44,2,605
44,2,600
57,2,600
57,2,630
64,2,600
53,2,600
62,2,600
62,2,285
53,2,600
65,2,600
65,2,50
30,2,890
30,2,215
33,2,604
33,2,786
27,2,1010
27,2,275
21,2,1295
21,2,360
53,2,600
47,2,600
47,2,180
48,2,600
43,2,600
26,2,1053
26,2,292
54,2,600
65,2,600
65,2,600
48,2,600
48,2,600
48,2,125
63,2,600
61,2,600
58,2,600
58,2,205
52,2,600
26,2,1053
49,2,600
53,2,600
36,2,694
69,2,600
59,2,600
52,2,600
52,2,225
52,2,600
52,2,225
58,2,600
67,2,600
40,2,600
57,2,210
57,2,600
40,2,1200
29,2,1500
49,2,1800
46,2,1500
46,2,1500
69,2,900
59,2,1200
53,2,600
58,2,1500
60,2,600
25,2,1500
31,2,854
39,2,612
39,2,418
44,2,600
27,2,1010
50,2,600
51,2,600
43,2,600
43,2,185
54,2,600
34,2,723
34,2,147
41,2,600
55,2,600
47,2,600
54,2,600
45,2,600
45,2,600
45,2,75
56,2,600
54,2,600
54,2,110
57,2,600
57,2,265
25,2,1098
25,2,312
51,2,600
51,2,285
55,2,600
54,2,600
51,2,600
60,2,600
62,2,600
62,2,285
65,2,600
65,2,50
53,2,600
46,2,600
45,2,600
26,2,1053
31,2,854
31,2,201
44,2,600
59,2,600
60,2,600
60,2,65
45,2,600
45,2,75
61,2,600
44,2,600
44,2,125
56,2,600
54,2,600
33,2,786
21,2,1295
59,2,450
59,2,600
34,2,723
56,2,725
56,2,600
48,2,600
65,2,600
47,2,600
47,2,180
33,2,1034
33,2,786
47,2,385
47,2,600
62,2,600
62,2,600
70,2,600
35,2,723
35,2,147
57,2,600
64,2,600
61,2,600
64,2,600
42,2,600
57,2,600
57,2,630
57,2,600
54,2,600
19,2,1398
19,2,382
53,2,600
34,2,506
34,2,754
55,2,600
58,2,600
59,2,600
43,2,1200
63,2,1200
60,2,1500
50,2,1500
28,2,900
2,2,1500
8,2,1500
11,2,1500
52,2,1500
45,2,1500
50,2,1500
49,2,1050
36,2,1200
34,2,1200
31,2,1800
56,2,1500
56,2,1500
54,2,1500
32,1,1500
41,2,600
41,2,305
63,2,600
51,2,600
44,2,600
44,2,125
25,2,1098
53,2,600
62,2,600
43,2,600
43,2,185
32,2,819
35,2,723
38,2,638
53,2,600
30,2,215
30,2,890
47,2,365
47,2,600
29,2,928
29,2,237
58,2,600
58,2,205
59,2,600
59,2,150
53,2,600
53,2,165
45,2,600
45,2,75
41,2,600
41,2,305
22,2,357
22,2,1243
58,2,600
62,2,600
62,2,285
63,2,600
54,2,600
54,2,110
51,2,600
51,2,285
52,2,600
52,2,225
52,2,600
52,2,225
38,2,638
55,2,600
55,2,55
43,2,600
43,2,185
58,2,600
58,2,205
49,2,600
49,2,625
44,2,125
44,2,600
26,2,1053
26,2,292
53,2,600
42,2,600
42,2,240
62,2,2400
64,2,1200
37,2,1500
65,2,1200
56,2,900
37,2,1500
45,2,2100
33,2,1034
33,2,786
43,2,685
43,2,600
72,2,600
65,2,600
51,2,450
51,2,600
32,2,819
46,2,1500
22,2,2400
38,2,1500
34,2,1500
35,2,1200
55,2,300
1,2,2100
30,1,750
63,2,600
59,2,600
51,2,600
36,2,694
44,2,600
44,2,125
70,2,600
46,2,600
62,2,600
66,2,600
59,2,600
68,2,600
55,2,600
55,2,55
70,2,600
45,2,600
63,2,600
63,2,600
66,2,600
53,2,535
53,2,600
58,2,600
47,2,600
43,2,50
43,2,600
38,2,638
38,2,447
42,2,600
53,2,600
53,2,600
36,2,1241
36,2,694
55,2,600
64,2,600
61,2,600
63,2,350
63,2,600
62,2,435
62,2,600
53,2,600
22,2,357
22,2,1243
51,2,600
51,2,285
40,2,600
53,2,655
53,2,600
52,2,600
61,2,600
56,2,600
60,2,1200
53,2,600
58,2,600
58,2,205
33,2,786
33,2,1034
55,2,600
46,2,670
46,2,600
28,2,968
58,2,600
46,2,240
46,2,600
51,2,600
26,2,292
26,2,1053
50,2,600
58,2,600
58,2,205
54,2,600
54,2,110
31,2,854
48,2,600
48,2,125
41,2,600
52,2,600
50,2,600
50,2,5
58,2,600
58,2,205
56,2,600
56,2,330
20,2,1346
20,2,374
27,2,1010
50,2,600
45,2,600
45,2,75
26,2,1053
26,2,292
51,2,600
56,2,600
49,2,600
56,2,600
46,2,600
45,2,235
45,2,600
57,2,600
67,2,600
69,2,600
49,2,600
58,2,600
58,2,540
72,2,600
61,2,600
53,2,600
54,2,600
54,2,110
60,2,600
60,2,610
61,2,600
52,2,600
45,2,300
45,2,600
50,2,600
73,2,600
57,2,600
49,2,600
49,2,75
67,2,1050
55,2,1200
57,2,1200
51,2,1200
61,2,1200
36,2,900
58,2,1500
38,2,1500
38,2,1500
53,2,1500
55,2,750
39,2,900
39,2,1200
28,2,1050
55,2,900
15,2,1050
13,2,1050
34,2,1500
41,2,1500
49,2,1500
46,2,1500
49,2,1500
65,2,900
53,2,1500
19,2,1500
58,2,1500
49,2,1500
48,2,1500
56,2,1500
38,2,1500
24,2,1500
37,2,1800
65,2,900
53,2,1350
53,2,1200
55,2,2250
57,2,1500
41,2,1800
51,2,900
55,2,600
57,1,1500
29,2,1500
50,2,600
51,1,1500
34,2,1800
20,2,1346
60,2,325
60,2,600
57,2,600
52,2,600
52,2,225
56,2,600
24,2,1145
62,2,600
46,2,600
46,2,240
52,2,600
42,2,240
42,2,600
56,2,600
34,2,754
34,2,981
39,2,612
39,2,418
45,2,600
51,2,600
48,2,600
23,2,1193
23,2,342
39,2,612
49,2,600
48,2,600
54,2,600
48,2,600
54,2,1200
25,2,1200
64,2,600
16,2,2400
47,2,600
27,2,1500
53,2,2100
38,2,2100
23,2,1800
53,2,1500
51,2,600
51,2,285
40,2,600
40,2,375
48,2,600
48,2,125
40,2,600
40,2,375
57,2,600
57,2,265
54,2,600
34,2,754
55,2,600
65,2,600
54,2,600
46,2,600
47,2,600
44,2,600
44,2,600
44,2,125
46,2,600
56,2,600
64,2,600
63,2,600
18,2,1449
18,2,376
54,2,600
68,2,750
66,2,1500
61,2,900
61,2,1200
24,2,300
52,2,600
49,2,600
49,2,75
56,2,600
45,2,600
45,2,75
55,2,600
44,2,600
44,2,125
35,2,723
35,2,147
54,2,600
64,2,600
52,2,600
52,2,225
52,2,600
52,2,225
65,2,600
64,2,600
64,2,125
23,2,1193
23,2,342
25,2,1098
25,2,312
42,2,600
42,2,240
42,2,600
42,2,240
36,2,694
50,2,600
55,2,55
55,2,600
57,2,600
57,2,265
40,2,600
40,2,375
47,2,600
36,2,694
36,2,506
36,2,506
36,2,694
51,2,285
51,2,600
43,2,185
43,2,600
32,2,819
32,2,186
43,2,600
43,2,185
58,2,600
58,2,205
53,2,600
54,2,600
54,2,110
48,2,600
54,2,600
22,2,357
22,2,1243
55,2,600
55,2,55
57,2,600
24,2,1145
24,2,325
52,2,600
53,2,600
65,2,600
65,2,50
20,2,1346
20,2,374
36,2,694
28,2,968
22,2,1193
22,2,342
